id	name	kegg_id	origin	weight
HMDB12092	SM(d18:0/22:1(13Z))	C00550	Endogenous	786.661475166
HMDB12093	SM(d18:0/23:0)	C00550	Endogenous	802.692775294
HMDB12094	SM(d18:0/24:0)	C00550	Endogenous	816.708425358
HMDB12095	SM(d18:0/24:1(15Z))	C00550	Endogenous	814.692775294
HMDB12096	SM(d18:1/12:0)	C00550	Endogenous	646.504974526
HMDB12097	SM(d18:1/14:0)	NA	Endogenous	674.536274654
HMDB12100	SM(d18:1/18:1(11Z))	C00550	Endogenous	728.583224846
HMDB12101	SM(d18:1/18:1(9Z))	C00550	Endogenous	728.583224846
HMDB12102	SM(d18:1/20:0)	C00550	Endogenous	758.630175038
HMDB12103	SM(d18:1/22:0)	C00550	Endogenous	786.661475166
HMDB12104	SM(d18:1/22:1(13Z))	C00550	Endogenous	784.645825102
HMDB12105	SM(d18:1/23:0)	C00550	Endogenous	800.67712523
HMDB12107	SM(d18:1/24:1(15Z))	C00550	Endogenous	812.67712523
HMDB12108	LysoPC(17:0)	C04230	Endogenous	509.348139535
HMDB12109	5,6-Dihydroxyprostaglandin F1a	C06475	Endogenous	388.246103506
HMDB12110	5(6)-Epoxy Prostaglandin E1	C04741	Endogenous	368.219888756
HMDB12111	(+)-(1R,2R)-1,2-Diphenylethane-1,2-diol	C16015	Endogenous	214.099379692
HMDB12112	(22Alpha)-hydroxy-5alpha-campestan-3-one	NA	Endogenous	416.36543078
HMDB12113	(22Alpha)-hydroxy-campest-4-en-3-one	NA	Endogenous	414.349780716
HMDB12114	(3S)-3,6-Diaminohexanoate	C01142	Endogenous	146.105527702
HMDB12115	(3S,5S)-3,5-Diaminohexanoate	C01186	Endogenous	146.105527702
HMDB12116	(5Alpha)-campestan-3-one	NA	Endogenous	400.370516158
HMDB12117	(Glucosyl)2(mannosyl)9-(N-acetylglucosaminyl)2-diphosphodolichol	NA	Endogenous	3457.700282458
HMDB12118	(Mannosyl)2-(N-acetylglucosaminyl)2-diphosphodolichol	NA	Endogenous	1999.224871588
HMDB12119	(Mannosyl)3-(N-acetylglucosaminyl)2-diphosphodolichol	NA	Endogenous	2161.277695018
HMDB12120	(Mannosyl)4-(N-acetylglucosaminyl)2-diphosphodolichol	NA	Endogenous	2323.330518448
HMDB12121	(Mannosyl)5-(N-acetylglucosaminyl)2-diphosphodolichol	NA	Endogenous	2485.383341878
HMDB12122	(Mannosyl)6-(N-acetylglucosaminyl)2-diphosphodolichol	NA	Endogenous	2647.436165308
HMDB12123	(Mannosyl)7-(N-acetylglucosaminyl)2-diphosphodolichol	NA	Endogenous	2809.488988738
HMDB12124	(Mannosyl)8-(N-acetylglucosaminyl)2-diphosphodolichol	NA	Endogenous	2971.541812168
HMDB12125	(Mannosyl)9-(N-acetylglucosaminyl)2-diphosphodolichol	NA	Endogenous	3133.594635598
HMDB12126	(N-Acetylglucosaminyl)2-diphosphodolichol	C04537	Endogenous	1675.119224728
HMDB12127	(R)-2-Benzylsuccinate	C09816	Endogenous	208.073558872
HMDB12129	(R)-Benzylsuccinyl-CoA	C09817	Endogenous	957.178202551
HMDB12130	(S)-2,3,4,5-Tetrahydropiperidine-2-carboxylate	NA	Endogenous	127.063328537
HMDB12131	(S)-5-Amino-3-oxohexanoate	C03656	Endogenous	145.073893223
HMDB12133	1,2-Benzoquinone	C02351	Endogenous	108.021129372
HMDB12134	1,2-Dihydroxy-3-keto-5-methylthiopentene	C15606	Endogenous	162.035064876
HMDB12135	1-(3-Aminopropyl)-4-aminobutanal	NA	Endogenous	144.126263144
HMDB12136	1-Amino-propan-2-ol	C05771	Endogenous	75.068413915
HMDB12138	1-Naphthol	C11714	Endogenous	144.057514878
HMDB12140	(R) 2,3-Dihydroxy-3-methylvalerate	C06007	Endogenous	148.073558872
HMDB12141	(R)-2,3-Dihydroxy-isovalerate	C04272	Endogenous	134.057908808
HMDB12143	2-Amino-4-oxo-4-alpha-hydroxy-6-(erythro-1',2',3'-trihydroxypropyl)-5,6,7,8-tetrahydroxypterin	C05252	Endogenous	321.092062481
HMDB12144	2-Amino-4-oxo-6-(1',2',3'-trihydroxypropyl)-diquinoid-7,8-dihydroxypterin	C05253	Endogenous	289.102233237
HMDB12145	2-Carboxymethyl-3-hydroxyphenylpropionyl-CoA	NA	Endogenous	973.173117173
HMDB12146	2-Hexaprenyl-3-methyl-5-hydroxy-6-methoxy-1,4-benzoquinol	NA	Endogenous	578.433510344
HMDB12147	2-Hexaprenyl-3-methyl-6-methoxy-1,4-benzoquinol	NA	Endogenous	562.438595722
HMDB12148	2-Hexaprenyl-6-methoxy-1,4-benzoquinol	NA	Endogenous	548.422945658
HMDB12149	2-Isopropyl-3-oxosuccinate	C04236	Endogenous	174.05282343
HMDB12150	2-Keto-6-acetamidocaproate	C05548	Endogenous	187.084457909
HMDB12151	2-Keto-6-aminocaproate	C03239	Endogenous	145.073893223
HMDB12152	2-O-(6-Phospho-alpha-mannosyl)-D-glycerate	C16699	Endogenous	348.04576252
HMDB12153	3,4-Dihydroxybenzylamine	NA	Endogenous	139.063328537
HMDB12154	3-Dehydrocarnitine	C02636	Endogenous	159.089543287
HMDB12155	3-Hydroxypimelyl-CoA	C06714	Endogenous	925.173117173
HMDB12156	3-Isopropylmalate	C04411	Endogenous	176.068473494
HMDB12157	3-Methyl-2-butenal	C07330	Endogenous	84.057514878
HMDB12158	3-Oxopimelyl-CoA	C06715	Endogenous	923.157467109
HMDB12159	4,4-Dimethyl-14alpha-formyl-5alpha-cholesta-8-en-3beta-ol	NA	Endogenous	442.381080844
HMDB12160	4,4-Dimethyl-14alpha-hydroxymethyl-5alpha-cholesta-8-en-3beta-ol	NA	Endogenous	444.396730908
HMDB12161	4-(Glutamylamino) butanoate	C15767	Endogenous	232.105921632
HMDB12162	4-Methoxytyramine	NA	Endogenous	167.094628665
HMDB12165	4alpha-Carboxy-4beta-methyl-5alpha-cholesta-8-en-3beta-ol	NA	Endogenous	444.360345402
HMDB12166	4alpha-Carboxy-5alpha-cholesta-8-en-3beta-ol	NA	Endogenous	430.344695338
HMDB12167	4alpha-Formyl-4beta-methyl-5alpha-cholesta-8,24-dien-3beta-ol	NA	Endogenous	426.349780716
HMDB12168	4alpha-Formyl-4beta-methyl-5alpha-cholesta-8-en-3beta-ol	NA	Endogenous	428.36543078
HMDB12169	4alpha-Formyl-5alpha-cholesta-8-en-3beta-ol	NA	Endogenous	414.349780716
HMDB12170	4alpha-Hydroxymethyl-4beta-methyl-5alpha-cholesta-8,24-dien-3beta-ol	NA	Endogenous	428.36543078
HMDB12171	4alpha-Hydroxymethyl-4beta-methyl-5alpha-cholesta-8-en-3beta-ol	NA	Endogenous	430.381080844
HMDB12172	4Alpha-hydroxymethyl-5alpha-cholesta-8,24-dien-3beta-ol	NA	Endogenous	414.349780716
HMDB12173	4Alpha-hydroxymethyl-5alpha-cholesta-8-en-3beta-ol	NA	Endogenous	416.36543078
HMDB12174	4Alpha-methyl-5alpha-cholesta-8-en-3-one	NA	Endogenous	398.354866094
HMDB12175	5-Acetamidovalerate	C03087	Endogenous	159.089543287
HMDB12176	5-Aminopentanamide	C00990	Endogenous	116.094963016
HMDB12177	5-Methyltetrahydropteroyltri-L-glutamate	C04489	Endogenous	717.271817757
HMDB12178	5Alpha-cholesta-8-en-3-one	NA	Endogenous	384.33921603
HMDB12179	6-Hydroxycyclohex-1-ene-1-carboxyl-CoA	C06749	Endogenous	891.167637865
HMDB12180	6-Oxocyclohex-1-ene-1-carboxyl-CoA	C09821	Endogenous	889.151987801
HMDB12182	8-Hydroxypurine	NA	Endogenous	138.054160834
HMDB12183	8-Methylnonenoate	C18202	Endogenous	170.13067982
HMDB12184	Adenosyl cobinamide phosphate	C06509	Endogenous	1319.550078214
HMDB12185	Adenosylcobinamide-GDP	C06510	Endogenous	1664.597512489
HMDB12187	All-trans-heptaprenyl diphosphate	C04216	Endogenous	654.381427298
HMDB12188	All-trans-hexaprenyl diphosphate	C01230	Endogenous	586.318827042
HMDB12189	Aminopropylcadaverine	C16565	Endogenous	159.173547687
HMDB12190	Arsenate	C01478	Endogenous	141.924730001
HMDB12194	Beta-D-ribopyranose	C08353	Endogenous	150.05282343
HMDB12195	Beta-L-arabinose 1-phosphate	C03906	Endogenous	230.01915384
HMDB12196	Campest-4-en-3-one	NA	Endogenous	398.354866094
HMDB12197	Canavaninosuccinate	NA	Endogenous	292.101898886
HMDB12199	Chorismate	C00251	Endogenous	226.047738052
HMDB12201	Cis-zeatin-7-N-glucoside	C16443	Endogenous	381.164833493
HMDB12202	Cis-zeatin-9-N-glucoside	NA	Endogenous	381.164833493
HMDB12203	Cis-zeatin-O-glucoside	C15546	Endogenous	381.164833493
HMDB12204	Cis-zeatin	C00371	Endogenous	219.112010063
HMDB12206	CMP-N-glycoloylneuraminate	C03691	Endogenous	630.142182098
HMDB12207	Cyclohex-1,5-diene-1-carboxyl-CoA	C06322	Endogenous	873.157073179
HMDB12208	D-Erythro-imidazole-glycerol-phosphate	C04666	Endogenous	238.035472606
HMDB12209	Diethylphosphate	C06608	Endogenous	154.039495352
HMDB12210	Dihydrolipoate	C02147	Endogenous	208.059171136
HMDB12211	Dihydrozeatin-7-N-dihydrozeatin	NA	Endogenous	383.180483557
HMDB12212	Dihydrozeatin-9-N-glucoside-O-glucoside	NA	Endogenous	545.233306987
HMDB12213	Dihydrozeatin-9-N-glucoside	NA	Endogenous	383.180483557
HMDB12214	Dihydrozeatin-O-glucoside	NA	Endogenous	383.180483557
HMDB12215	Dihydrozeatin	C02029	Endogenous	221.127660127
HMDB12216	Dimethylarsinous acid	C20300	Endogenous	121.971286263
HMDB12217	Dodecaprenyl diphosphate	NA	Endogenous	994.694428578
HMDB12218	Dolichyl beta-D-mannosyl phosphate	NA	Endogenous	1351.046972686
HMDB12220	Dopaxanthin quinone	NA	Endogenous	388.090665498
HMDB12221	Dopaxanthin	C08543	Endogenous	390.106315562
HMDB12222	dTDP-4-acetamido-4,6-dideoxy-D-galactose	NA	Endogenous	589.107390297
HMDB12223	E-Phenylitaconyl-CoA	C09818	Endogenous	955.162552487
HMDB12224	Emopamil	C13766	Endogenous	334.24089897
HMDB12225	Enol-phenylpyruvate	C02763	Endogenous	164.047344122
HMDB12226	Entacapone	C07943	Endogenous	305.101170605
HMDB12227	Erythrohydrobupropion	NA	Endogenous	241.123341974
HMDB12228	Ethylphosphate	NA	Endogenous	126.008195224
HMDB12230	Gamma-glutamyl-L-putrescine	C15699	Endogenous	217.142641489
HMDB12231	Geranylfarnesyl diphosphate	C04217	Endogenous	518.256226786
HMDB12232	Glucosyl-(mannosyl)9-(N-acetylglucosaminyl)2-diphosphodolichol	NA	Endogenous	3295.647459028
HMDB12233	Glutarate semialdehyde	C03273	Endogenous	116.047344122
HMDB12234	Histidinal	NA	Endogenous	139.074561925
HMDB12236	Imidazole acetol-phosphate	C01267	Endogenous	220.02490792
HMDB12237	Inositol-P-ceramide	NA	Endogenous	953.693228803
HMDB12238	Iodide	C00708	Endogenous	126.90446842
HMDB12240	Isopentenyladenine-9-N-glucoside	NA	Endogenous	363.190654313
HMDB12241	Isopropylmaleate	C02631	Endogenous	158.057908808
HMDB12243	Kinetin-7-N-glucoside	NA	Endogenous	377.133533365
HMDB12244	Kinetin-9-N-glucoside	NA	Endogenous	377.133533365
HMDB12245	Kinetin	C08272	Endogenous	215.080709935
HMDB12246	Kynuramine	NA	Endogenous	164.094963016
HMDB12247	L-2,3-Dihydrodipicolinate	C03340	Endogenous	169.037507717
HMDB12248	L-3-Aminobutyryl-CoA	C05231	Endogenous	852.167972216
HMDB12249	L-Aspartate-semialdehyde	C00441	Endogenous	117.042593095
HMDB12250	L-Aspartyl-4-phosphate	C03082	Endogenous	213.003838127
HMDB12251	L-Canaline	C08270	Endogenous	134.069142196
HMDB12252	Linoleoyl ethanolamide	NA	Endogenous	323.282429433
HMDB12253	Maltohexaose	C01936	Endogenous	990.327505266
HMDB12254	Maltopentaose	NA	Endogenous	828.274681836
HMDB12255	Mannosyl-(N-acetylglucosaminyl)2-diphosphodolichol	NA	Endogenous	1837.172048158
HMDB12256	Mannosyl-diinositol-phosphorylceramide	NA	Endogenous	1357.765206073
HMDB12257	Mannosyl-inositol-phosphorylceramide	NA	Endogenous	1115.746052233
HMDB12258	Methylarsonate	C07294	Endogenous	139.945465443
HMDB12259	Methylarsonite	C07295	Endogenous	123.950550821
HMDB12260	Molybdate	C06232	Endogenous	163.900716398
HMDB12261	Molybdenum cofactor (sulfide)	NA	Endogenous	538.869054191
HMDB12262	Molybdopterin-AMP	NA	Endogenous	724.06483075
HMDB12264	N-Acetylglucosaminyl-diphosphodolichol	NA	Endogenous	1472.039852197
HMDB12265	N-Carbamoylsarcosine	C01043	Endogenous	132.053492132
HMDB12266	N-Succinyl-2-amino-6-ketopimelate	C04462	Endogenous	289.079766461
HMDB12267	N-Succinyl-L,L-2,6-diaminopimelate	C04421	Endogenous	290.11140094
HMDB12268	N5-Carboxyaminoimidazole ribonucleotide	NA	Endogenous	339.046765573
HMDB12270	Nordihydroguaiaretate	C10719	Endogenous	302.151809192
HMDB12271	O-Ureidohomoserine	NA	Endogenous	177.074955855
HMDB12273	Palmitic amide	NA	Endogenous	255.256214683
HMDB12275	Phenylethylamine	C05332	Endogenous	121.089149357
HMDB12276	Phosphoribosyl-AMP	NA	Endogenous	559.071673493
HMDB12277	PhosphoribosylformiminoAICAR-phosphate	C04896	Endogenous	577.082238179
HMDB12278	Phosphoribulosylformimino-AICAR-P	C04916	Endogenous	577.082238179
HMDB12280	Phytosphingosine-1-P	NA	Endogenous	397.259324529
HMDB12281	Portulacaxanthin II	NA	Endogenous	374.11140094
HMDB12282	PPPi	C00404	Endogenous	257.909555916
HMDB12283	Prephenate	C00254	Endogenous	226.047738052
HMDB12285	Ribose-1-arsenate	NA	Endogenous	273.966988745
HMDB12286	S-Prenyl-L-cysteine	NA	Endogenous	189.082349419
HMDB12288	Tellurite	NA	Endogenous	161.896051997
HMDB12289	Tetrahydrodipicolinate	C03972	Endogenous	171.053157781
HMDB12290	Tetrahydropteroyltri-L-glutamate	C04144	Endogenous	703.256167693
HMDB12295	Trimethyl sulfonium	C01008	Endogenous	77.042495978
HMDB12296	Trimethylaminoacetone	NA	Endogenous	116.107539075
HMDB12299	Ubiquinol-6	NA	Endogenous	592.449160408
HMDB12300	UDP-4-dehydro-6-deoxy-D-glucose	C04089	Endogenous	548.04445569
HMDB12301	UDP-D-apiose	C01623	Endogenous	536.04445569
HMDB12302	UDP-D-galacturonate	C00617	Endogenous	580.034284934
HMDB12303	UDP-L-arabinose	C00935	Endogenous	536.04445569
HMDB12304	UDP-L-iduronate	C02330	Endogenous	580.034284934
HMDB12305	UDP-L-rhamnose	C02199	Endogenous	550.060105754
HMDB12306	Undecaprenyl N-acetyl-glucosaminyl-N-acetyl-mannosaminuronate pyrophosphate	NA	Endogenous	1346.769837942
HMDB12307	Undecaprenyl N-acetyl-glucosaminyl-N-acetyl-mannosaminuronate-4-acetamido-4,6-dideoxy-D-galactose pyrophosphate	NA	Endogenous	1533.854295851
HMDB12308	Vanillin	C00755	Endogenous	152.047344122
HMDB12309	Vanillylamine	C16666	Endogenous	153.078978601
HMDB12310	2-Methyl-1-hydroxybutyl-ThPP	C15978	Endogenous	511.118132638
HMDB12311	3-O-Sulfogalactosylceramide (d18:1/12:0)	C06125	Endogenous	723.459132745
HMDB12312	3-O-Sulfogalactosylceramide (d18:1/14:0)	C06125	Endogenous	751.490432873
HMDB12313	3-O-Sulfogalactosylceramide (d18:1/16:0)	C06125	Endogenous	779.521733001
HMDB12314	3-O-Sulfogalactosylceramide (d18:1/18:0)	C06125	Endogenous	807.553033129
HMDB12315	3-O-Sulfogalactosylceramide (d18:1/20:0)	C06125	Endogenous	835.584333257
HMDB12316	3-O-Sulfogalactosylceramide (d18:1/22:0)	C06125	Endogenous	863.615633385
HMDB12317	3-O-Sulfogalactosylceramide (d18:1/18:1(9Z))	C06125	Endogenous	805.537383065
HMDB12318	3-O-Sulfogalactosylceramide (d18:1/24:1(15Z))	C06125	Endogenous	889.631283449
HMDB12319	3-O-Sulfogalactosylceramide (d18:1/26:1(17Z))	C06125	Endogenous	917.662583577
HMDB12320	Galactosylceramide (d18:1/12:0)	C02686	Endogenous	643.502318189
HMDB12321	Galactosylceramide (d18:1/14:0)	C02686	Endogenous	671.533618317
HMDB12322	2-Naphthol	C11713	Endogenous	144.057514878
HMDB12325	Arabinofuranose	C06115	Endogenous	150.05282343
HMDB12327	2-Deoxygalactopyranose	C02781	Endogenous	164.068473494
HMDB12329	4-Oxoretinol	C16683	Endogenous	300.20893014
HMDB12330	PS(14:0/14:0)	NA	Endogenous	679.442433849
HMDB12331	PS(14:0/14:1(9Z))	NA	Endogenous	677.426783785
HMDB12332	PS(14:0/16:0)	NA	Endogenous	707.473733977
HMDB12333	PS(14:0/16:1(9Z))	NA	Endogenous	705.458083913
HMDB12334	PS(14:0/18:0)	NA	Endogenous	735.505034105
HMDB12335	PS(14:0/18:1(9Z))	NA	Endogenous	733.489384041
HMDB12336	PS(14:0/18:2(9Z,12Z))	NA	Endogenous	731.473733977
HMDB12337	PS(14:0/18:3(9Z,12Z,15Z))	NA	Endogenous	729.458083913
HMDB12338	PS(14:0/20:3(8Z,11Z,14Z))	NA	Endogenous	757.489384041
HMDB12339	PS(14:0/20:4(5Z,8Z,11Z,14Z))	NA	Endogenous	755.473733977
HMDB12340	PS(14:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))	NA	Endogenous	779.473733977
HMDB12341	PS(14:1(9Z)/14:0)	NA	Endogenous	677.426783785
HMDB12342	PS(14:1(9Z)/14:1(9Z))	NA	Endogenous	675.411133721
HMDB12343	PS(14:1(9Z)/16:0)	NA	Endogenous	705.458083913
HMDB12344	PS(14:1(9Z)/16:1(9Z))	NA	Endogenous	703.442433849
HMDB12345	PS(14:1(9Z)/18:0)	NA	Endogenous	733.489384041
HMDB12346	PS(14:1(9Z)/18:1(9Z))	NA	Endogenous	731.473733977
HMDB12347	PS(14:1(9Z)/18:2(9Z,12Z))	NA	Endogenous	729.458083913
HMDB12348	PS(14:1(9Z)/18:3(9Z,12Z,15Z))	NA	Endogenous	727.442433849
HMDB12349	PS(14:1(9Z)/20:3(8Z,11Z,14Z))	NA	Endogenous	755.473733977
HMDB12350	PS(14:1(9Z)/20:4(5Z,8Z,11Z,14Z))	NA	Endogenous	753.458083913
HMDB12351	PS(14:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))	NA	Endogenous	777.458083913
HMDB12352	PS(16:0/14:0)	NA	Endogenous	707.473733977
HMDB12353	PS(16:0/14:1(9Z))	NA	Endogenous	705.458083913
HMDB12355	PS(16:0/16:1(9Z))	NA	Endogenous	733.489384041
HMDB12356	PS(16:0/18:0)	NA	Endogenous	763.536334233
HMDB12357	PS(16:0/18:1(9Z))	NA	Endogenous	761.520684169
HMDB12358	PS(16:0/18:2(9Z,12Z))	NA	Endogenous	759.505034105
HMDB12359	PS(16:0/18:3(9Z,12Z,15Z))	NA	Endogenous	757.489384041
HMDB12360	PS(16:0/20:3(8Z,11Z,14Z))	NA	Endogenous	785.520684169
HMDB12361	PS(16:0/20:4(5Z,8Z,11Z,14Z))	NA	Endogenous	783.505034105
HMDB12362	PS(16:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))	NA	Endogenous	807.505034105
HMDB12363	PS(16:1(9Z)/14:0)	NA	Endogenous	705.458083913
HMDB12364	PS(16:1(9Z)/14:1(9Z))	NA	Endogenous	703.442433849
HMDB12365	PS(16:1(9Z)/16:0)	NA	Endogenous	733.489384041
HMDB12366	PS(16:1(9Z)/16:1(9Z))	NA	Endogenous	731.473733977
HMDB12367	PS(16:1(9Z)/18:0)	NA	Endogenous	761.520684169
HMDB12368	PS(16:1(9Z)/18:1(9Z))	NA	Endogenous	759.505034105
HMDB12369	PS(16:1(9Z)/18:2(9Z,12Z))	NA	Endogenous	757.489384041
HMDB12370	PS(16:1(9Z)/18:3(9Z,12Z,15Z))	NA	Endogenous	755.473733977
HMDB12371	PS(16:1(9Z)/20:3(8Z,11Z,14Z))	NA	Endogenous	783.505034105
HMDB12372	PS(16:1(9Z)/20:4(5Z,8Z,11Z,14Z))	NA	Endogenous	781.489384041
HMDB12373	PS(16:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))	NA	Endogenous	805.489384041
HMDB12374	PS(18:0/14:0)	NA	Endogenous	735.505034105
HMDB12375	PS(18:0/14:1(9Z))	NA	Endogenous	733.489384041
HMDB12376	PS(18:0/16:0)	NA	Endogenous	763.536334233
HMDB12377	PS(18:0/16:1(9Z))	NA	Endogenous	761.520684169
HMDB12378	PS(18:0/18:0)	NA	Endogenous	791.567634361
HMDB12380	PS(18:0/18:2(9Z,12Z))	NA	Endogenous	787.536334233
HMDB12381	PS(18:0/18:3(9Z,12Z,15Z))	NA	Endogenous	785.520684169
HMDB12382	PS(18:0/20:3(8Z,11Z,14Z))	NA	Endogenous	813.551984297
HMDB12383	PS(18:0/20:4(5Z,8Z,11Z,14Z))	NA	Endogenous	811.536334233
HMDB12385	PS(18:1(9Z)/14:0)	NA	Endogenous	733.489384041
HMDB12386	PS(18:1(9Z)/14:1(9Z))	NA	Endogenous	731.473733977
HMDB12387	PS(18:1(9Z)/16:0)	NA	Endogenous	761.520684169
HMDB12388	PS(18:1(9Z)/16:1(9Z))	NA	Endogenous	759.505034105
HMDB12389	PS(18:1(9Z)/18:0)	NA	Endogenous	789.551984297
HMDB12390	PS(18:1(9Z)/18:1(9Z))	NA	Endogenous	787.536334233
HMDB12391	PS(18:1(9Z)/18:2(9Z,12Z))	NA	Endogenous	785.520684169
HMDB12392	PS(18:1(9Z)/18:3(9Z,12Z,15Z))	NA	Endogenous	783.505034105
HMDB12393	PS(18:1(9Z)/20:3(8Z,11Z,14Z))	NA	Endogenous	811.536334233
HMDB12394	PS(18:1(9Z)/20:4(5Z,8Z,11Z,14Z))	NA	Endogenous	809.520684169
HMDB12395	PS(18:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))	NA	Endogenous	833.520684169
HMDB12396	PS(18:2(9Z,12Z)/14:0)	NA	Endogenous	731.473733977
HMDB12397	PS(18:2(9Z,12Z)/14:1(9Z))	NA	Endogenous	729.458083913
HMDB12398	PS(18:2(9Z,12Z)/16:0)	NA	Endogenous	759.505034105
HMDB12399	PS(18:2(9Z,12Z)/16:1(9Z))	NA	Endogenous	757.489384041
HMDB12400	PS(18:2(9Z,12Z)/18:0)	NA	Endogenous	787.536334233
HMDB12401	PS(18:2(9Z,12Z)/18:1(9Z))	NA	Endogenous	785.520684169
HMDB12402	PS(18:2(9Z,12Z)/18:2(9Z,12Z))	NA	Endogenous	783.505034105
HMDB12403	PS(18:2(9Z,12Z)/18:3(9Z,12Z,15Z))	NA	Endogenous	781.489384041
HMDB12404	PS(18:2(9Z,12Z)/20:3(8Z,11Z,14Z))	NA	Endogenous	809.520684169
HMDB12405	PS(18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z))	NA	Endogenous	807.505034105
HMDB12406	PS(18:2(9Z,12Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))	NA	Endogenous	831.505034105
HMDB12407	PS(18:3(9Z,12Z,15Z)/14:0)	NA	Endogenous	729.458083913
HMDB12408	PS(18:3(9Z,12Z,15Z)/14:1(9Z))	NA	Endogenous	727.442433849
HMDB12409	PS(18:3(9Z,12Z,15Z)/16:0)	NA	Endogenous	757.489384041
HMDB12410	PS(18:3(9Z,12Z,15Z)/16:1(9Z))	NA	Endogenous	755.473733977
HMDB12411	PS(18:3(9Z,12Z,15Z)/18:0)	NA	Endogenous	785.520684169
HMDB12412	PS(18:3(9Z,12Z,15Z)/18:1(9Z))	NA	Endogenous	783.505034105
HMDB12413	PS(18:3(9Z,12Z,15Z)/18:2(9Z,12Z))	NA	Endogenous	781.489384041
HMDB12414	PS(18:3(9Z,12Z,15Z)/18:3(9Z,12Z,15Z))	NA	Endogenous	779.473733977
HMDB12415	PS(18:3(9Z,12Z,15Z)/20:3(8Z,11Z,14Z))	NA	Endogenous	807.505034105
HMDB12416	PS(18:3(9Z,12Z,15Z)/20:4(5Z,8Z,11Z,14Z))	NA	Endogenous	805.489384041
HMDB12417	PS(18:3(9Z,12Z,15Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))	NA	Endogenous	829.489384041
HMDB12418	PS(20:3(8Z,11Z,14Z)/14:0)	NA	Endogenous	757.489384041
HMDB12419	PS(20:3(8Z,11Z,14Z)/14:1(9Z))	NA	Endogenous	755.473733977
HMDB12420	PS(20:3(8Z,11Z,14Z)/16:0)	NA	Endogenous	785.520684169
HMDB12421	PS(20:3(8Z,11Z,14Z)/16:1(9Z))	NA	Endogenous	783.505034105
HMDB12422	PS(20:3(8Z,11Z,14Z)/18:0)	NA	Endogenous	813.551984297
HMDB12423	PS(20:3(8Z,11Z,14Z)/18:1(9Z))	NA	Endogenous	811.536334233
HMDB12424	PS(20:3(8Z,11Z,14Z)/18:2(9Z,12Z))	NA	Endogenous	809.520684169
HMDB12425	PS(20:3(8Z,11Z,14Z)/18:3(9Z,12Z,15Z))	NA	Endogenous	807.505034105
HMDB12426	PS(20:3(8Z,11Z,14Z)/20:3(8Z,11Z,14Z))	NA	Endogenous	835.536334233
HMDB12427	PS(20:3(8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z))	NA	Endogenous	833.520684169
HMDB12428	PS(20:3(8Z,11Z,14Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))	NA	Endogenous	857.520684169
HMDB12429	PS(20:4(5Z,8Z,11Z,14Z)/14:0)	NA	Endogenous	755.473733977
HMDB12430	PS(20:4(5Z,8Z,11Z,14Z)/14:1(9Z))	NA	Endogenous	753.458083913
HMDB12431	PS(20:4(5Z,8Z,11Z,14Z)/16:0)	NA	Endogenous	783.505034105
HMDB12432	PS(20:4(5Z,8Z,11Z,14Z)/16:1(9Z))	NA	Endogenous	781.489384041
HMDB12433	PS(20:4(5Z,8Z,11Z,14Z)/18:0)	NA	Endogenous	811.536334233
HMDB12434	PS(20:4(5Z,8Z,11Z,14Z)/18:1(9Z))	NA	Endogenous	809.520684169
HMDB12435	PS(20:4(5Z,8Z,11Z,14Z)/18:2(9Z,12Z))	NA	Endogenous	807.505034105
HMDB12436	PS(20:4(5Z,8Z,11Z,14Z)/18:3(9Z,12Z,15Z))	NA	Endogenous	805.489384041
HMDB12437	PS(20:4(5Z,8Z,11Z,14Z)/20:3(8Z,11Z,14Z))	NA	Endogenous	833.520684169
HMDB12438	PS(20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z))	NA	Endogenous	831.505034105
HMDB12439	PS(20:4(5Z,8Z,11Z,14Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))	NA	Endogenous	855.505034105
HMDB12440	PS(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/14:0)	NA	Endogenous	779.473733977
HMDB12441	PS(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/14:1(9Z))	NA	Endogenous	777.458083913
HMDB12442	PS(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/16:0)	NA	Endogenous	807.505034105
HMDB12443	PS(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/16:1(9Z))	NA	Endogenous	805.489384041
HMDB12444	PS(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:0)	NA	Endogenous	835.536334233
HMDB12445	PS(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:1(9Z))	NA	Endogenous	833.520684169
