Modified.sequence	m/z	Retention time	Group	Use	RawFile	Intensity	Proteins	Charge
130.2/2.5	130.1571	2.49	(Monoisotopic)	TRUE	H5LungInf3d-3	6148	130.2/2.5	1
132.1/10.0	132.0532	9.96	(Monoisotopic)	TRUE	H5LungInf3d-3	120060	132.1/10.0	1
132.1/10.3	132.0547	10.3	""	TRUE	H5LungInf3d-3	5489	132.1/10.3	1
132.1/9.4	132.0789	9.39	""	TRUE	H5LungInf3d-3	4410	132.1/9.4	1
133.1/4.8	133.0538	4.75	(Monoisotopic)	TRUE	H5LungInf3d-3	6548	133.1/4.8	1
134.0/9.4	134.0187	9.39	""	TRUE	H5LungInf3d-3	16627	134.0/9.4	1
134.1/3.6	134.0932	3.58	""	TRUE	H5LungInf3d-3	358	134.1/3.6	1
134.1/9.5	134.0944	9.53	""	TRUE	H5LungInf3d-3	5684	134.1/9.5	1
135.0/20.9	134.9866	20.85	(Monoisotopic)	TRUE	H5LungInf3d-3	22610	135.0/20.9	1
135.0/0.1	134.9869	0.06	(Monoisotopic)	TRUE	H5LungInf3d-3	15405	135.0/0.1	1
135.0/0.7	134.987	0.66	(Monoisotopic)	TRUE	H5LungInf3d-3	17222	135.0/0.7	1
135.0/7.6	134.987	7.65	""	TRUE	H5LungInf3d-3	48	135.0/7.6	1
135.0/5.3	134.9875	5.3	""	TRUE	H5LungInf3d-3	12137	135.0/5.3	1
135.1/3.9	135.0559	3.94	""	TRUE	H5LungInf3d-3	14712	135.1/3.9	1
136.0/9.3	135.9974	9.25	""	TRUE	H5LungInf3d-3	49	136.0/9.3	1
136.0/23.4	136.0208	23.45	""	TRUE	H5LungInf3d-3	3211	136.0/23.4	1
136.0/23.8	136.021	23.81	""	TRUE	H5LungInf3d-3	1210	136.0/23.8	1
136.0/10.0	136.0251	10.02	""	TRUE	H5LungInf3d-3	4495	136.0/10.0	1
136.0/7.6	136.0348	7.6	""	TRUE	H5LungInf3d-3	117	136.0/7.6	1
136.0/21.0	136.0365	20.97	(Monoisotopic)	TRUE	H5LungInf3d-3	14544	136.0/21.0	1
136.1/8.6	136.0606	8.56	""	TRUE	H5LungInf3d-3	4681	136.1/8.6	1
136.1/5.3	136.0608	5.3	(Monoisotopic)	TRUE	H5LungInf3d-3	11840	136.1/5.3	1
136.6/20.9	136.5522	20.85	""	TRUE	H5LungInf3d-3	10657	136.6/20.9	1
136.9/10.8	136.9131	10.79	""	TRUE	H5LungInf3d-3	42	136.9/10.8	1
100.1/2.9	100.0964	2.86	""	TRUE	H5LungInf3d-4	5917	100.1/2.9	1
101.1/0.5	101.0543	0.47	""	TRUE	H5LungInf3d-4	13282	101.1/0.5	1
101.1/23.1	101.0543	23.08	""	TRUE	H5LungInf3d-4	4408	101.1/23.1	1
101.1/5.0	101.0693	5.02	""	TRUE	H5LungInf3d-4	1381	101.1/5.0	1
104.0/0.4	103.9642	0.38	""	TRUE	H5LungInf3d-4	200	104.0/0.4	1
104.1/7.1	104.0884	7.08	""	TRUE	H5LungInf3d-4	418	104.1/7.1	1
104.1/4.8	104.0904	4.75	(Monoisotopic)	TRUE	H5LungInf3d-4	570545	104.1/4.8	1
104.1/6.8	104.0906	6.84	(Monoisotopic)	TRUE	H5LungInf3d-4	1185895	104.1/6.8	1
104.1/3.7	104.0906	3.67	(Monoisotopic)	TRUE	H5LungInf3d-4	1277621	104.1/3.7	1
104.1/4.5	104.1074	4.49	""	TRUE	H5LungInf3d-4	509741	104.1/4.5	1
104.1/0.4	104.1154	0.38	""	TRUE	H5LungInf3d-4	1385	104.1/0.4	1
105.0/4.9	104.9753	4.93	""	TRUE	H5LungInf3d-4	29540	105.0/4.9	1
105.0/8.7	104.9762	8.74	""	TRUE	H5LungInf3d-4	339061	105.0/8.7	1
105.0/8.7	104.9918	8.68	""	TRUE	H5LungInf3d-4	214085	105.0/8.7	1
105.0/8.2	104.9919	8.2	""	TRUE	H5LungInf3d-4	192262	105.0/8.2	1
105.1/6.8	105.0938	6.85	""	TRUE	H5LungInf3d-4	234	105.1/6.8	1
106.9/9.0	106.9349	9.03	""	TRUE	H5LungInf3d-4	103	106.9/9.0	1
108.0/9.8	107.9928	9.84	""	TRUE	H5LungInf3d-4	3900	108.0/9.8	1
112.9/9.2	112.8754	9.24	""	TRUE	H5LungInf3d-4	0	112.9/9.2	1
113.1/20.8	113.0893	20.77	""	TRUE	H5LungInf3d-4	13265	113.1/20.8	1
113.1/20.9	113.0896	20.94	(Monoisotopic)	TRUE	H5LungInf3d-4	23991	113.1/20.9	1
114.1/4.9	114.0902	4.93	""	TRUE	H5LungInf3d-4	2670	114.1/4.9	1
114.1/4.4	114.0907	4.4	""	TRUE	H5LungInf3d-4	46661	114.1/4.4	1
115.1/5.1	115.0859	5.13	""	TRUE	H5LungInf3d-4	1405	115.1/5.1	1
115.1/3.3	115.0871	3.31	""	TRUE	H5LungInf3d-4	9681	115.1/3.3	1
116.0/9.4	116.0136	9.39	""	TRUE	H5LungInf3d-4	0	116.0/9.4	1
116.1/9.9	116.0505	9.93	""	TRUE	H5LungInf3d-4	12048	116.1/9.9	1
118.1/9.5	118.066	9.48	(Monoisotopic)	TRUE	H5LungInf3d-4	61255	118.1/9.5	1
118.1/10.3	118.0664	10.3	""	TRUE	H5LungInf3d-4	249	118.1/10.3	1
118.1/7.3	118.1002	7.25	""	TRUE	H5LungInf3d-4	0	118.1/7.3	1
118.1/5.5	118.1027	5.49	(Monoisotopic)	TRUE	H5LungInf3d-4	20220	118.1/5.5	1
118.1/3.4	118.1032	3.4	""	TRUE	H5LungInf3d-4	132097	118.1/3.4	1
118.1/6.6	118.1032	6.55	""	TRUE	H5LungInf3d-4	27765	118.1/6.6	1
118.1/22.7	118.1217	22.66	""	TRUE	H5LungInf3d-4	12284	118.1/22.7	1
118.1/10.9	118.1219	10.89	""	TRUE	H5LungInf3d-4	3153	118.1/10.9	1
118.1/5.1	118.122	5.12	""	TRUE	H5LungInf3d-4	3694	118.1/5.1	1
118.1/0.4	118.1317	0.38	(Monoisotopic)	TRUE	H5LungInf3d-4	57765	118.1/0.4	1
119.1/3.9	119.0653	3.94	""	TRUE	H5LungInf3d-4	40067	119.1/3.9	1
120.1/9.3	120.0605	9.3	(Monoisotopic)	TRUE	H5LungInf3d-4	4567	120.1/9.3	1
122.1/23.1	122.0509	23.09	""	TRUE	H5LungInf3d-4	10430	122.1/23.1	1
122.1/1.1	122.0763	1.12	(Monoisotopic)	TRUE	H5LungInf3d-4	33713	122.1/1.1	1
122.1/6.6	122.0764	6.55	""	TRUE	H5LungInf3d-4	1092	122.1/6.6	1
122.9/9.1	122.9041	9.12	""	TRUE	H5LungInf3d-4	112	122.9/9.1	1
123.0/9.4	123.0332	9.4	""	TRUE	H5LungInf3d-4	0	123.0/9.4	1
123.0/4.8	123.0343	4.84	""	TRUE	H5LungInf3d-4	60894	123.0/4.8	1
123.1/0.1	123.0789	0.06	""	TRUE	H5LungInf3d-4	14046	123.1/0.1	1
124.0/9.7	124.0036	9.71	""	TRUE	H5LungInf3d-4	10066	124.0/9.7	1
124.1/0.1	124.0636	0.07	(Monoisotopic)	TRUE	H5LungInf3d-4	15803	124.1/0.1	1
124.1/6.3	124.0636	6.25	""	TRUE	H5LungInf3d-4	1525	124.1/6.3	1
124.1/2.2	124.0636	2.19	""	TRUE	H5LungInf3d-4	674	124.1/2.2	1
124.1/0.6	124.0637	0.65	""	TRUE	H5LungInf3d-4	7027	124.1/0.6	1
124.1/23.1	124.0638	23.1	(Monoisotopic)	TRUE	H5LungInf3d-4	5946	124.1/23.1	1
124.1/21.7	124.0639	21.74	(Monoisotopic)	TRUE	H5LungInf3d-4	3151	124.1/21.7	1
124.1/18.4	124.0639	18.44	(Monoisotopic)	TRUE	H5LungInf3d-4	159	124.1/18.4	1
124.1/9.4	124.0865	9.37	(Monoisotopic)	TRUE	H5LungInf3d-4	4177	124.1/9.4	1
126.0/9.9	125.999	9.88	(Monoisotopic)	TRUE	H5LungInf3d-4	245075	126.0/9.9	1
126.0/10.5	126.0218	10.46	""	TRUE	H5LungInf3d-4	11267	126.0/10.5	1
126.1/5.2	126.0802	5.22	""	TRUE	H5LungInf3d-4	17782	126.1/5.2	1
126.1/5.9	126.0811	5.93	""	TRUE	H5LungInf3d-4	208	126.1/5.9	1
126.1/21.4	126.0812	21.41	""	TRUE	H5LungInf3d-4	20065	126.1/21.4	1
126.1/6.9	126.0814	6.85	""	TRUE	H5LungInf3d-4	462	126.1/6.9	1
126.1/7.1	126.0815	7.13	""	TRUE	H5LungInf3d-4	239	126.1/7.1	1
126.1/0.4	126.0817	0.38	(Monoisotopic)	TRUE	H5LungInf3d-4	105054	126.1/0.4	1
126.1/9.5	126.0819	9.53	""	TRUE	H5LungInf3d-4	15869	126.1/9.5	1
126.1/1.2	126.1011	1.21	(Monoisotopic)	TRUE	H5LungInf3d-4	37321	126.1/1.2	1
127.0/5.5	127.0273	5.53	""	TRUE	H5LungInf3d-4	7567	127.0/5.5	1
127.1/20.9	127.0648	20.85	(Monoisotopic)	TRUE	H5LungInf3d-4	14229	127.1/20.9	1
127.1/6.4	127.084	6.38	""	TRUE	H5LungInf3d-4	7749	127.1/6.4	1
127.1/5.1	127.0857	5.13	(Monoisotopic)	TRUE	H5LungInf3d-4	5735	127.1/5.1	1
128.0/9.9	127.9955	9.9	""	TRUE	H5LungInf3d-4	11098	128.0/9.9	1
128.1/9.5	128.117	9.49	""	TRUE	H5LungInf3d-4	14934	128.1/9.5	1
129.1/20.8	129.0803	20.77	(Monoisotopic)	TRUE	H5LungInf3d-4	6153	129.1/20.8	1
130.0/10.0	130.0499	10.01	""	TRUE	H5LungInf3d-4	186817	130.0/10.0	1
130.1/5.3	130.0636	5.29	""	TRUE	H5LungInf3d-4	598	130.1/5.3	1
130.1/9.4	130.0639	9.39	""	TRUE	H5LungInf3d-4	9400	130.1/9.4	1
130.1/9.6	130.1112	9.55	""	TRUE	H5LungInf3d-4	8129	130.1/9.6	1
130.1/20.9	130.112	20.85	""	TRUE	H5LungInf3d-4	213	130.1/20.9	1
130.2/2.5	130.1571	2.49	(Monoisotopic)	TRUE	H5LungInf3d-4	24114	130.2/2.5	1
132.1/10.0	132.0532	9.96	(Monoisotopic)	TRUE	H5LungInf3d-4	207111	132.1/10.0	1
132.1/10.3	132.0547	10.3	""	TRUE	H5LungInf3d-4	10708	132.1/10.3	1
132.1/9.4	132.0789	9.39	""	TRUE	H5LungInf3d-4	4932	132.1/9.4	1
133.1/4.8	133.0538	4.75	(Monoisotopic)	TRUE	H5LungInf3d-4	2781	133.1/4.8	1
134.0/9.4	134.0187	9.39	""	TRUE	H5LungInf3d-4	4396	134.0/9.4	1
134.1/3.6	134.0932	3.58	""	TRUE	H5LungInf3d-4	482	134.1/3.6	1
134.1/9.5	134.0944	9.53	""	TRUE	H5LungInf3d-4	2702	134.1/9.5	1
135.0/20.9	134.9866	20.85	(Monoisotopic)	TRUE	H5LungInf3d-4	17807	135.0/20.9	1
135.0/0.1	134.9869	0.06	(Monoisotopic)	TRUE	H5LungInf3d-4	30023	135.0/0.1	1
135.0/0.7	134.987	0.66	(Monoisotopic)	TRUE	H5LungInf3d-4	24635	135.0/0.7	1
135.0/7.6	134.987	7.65	""	TRUE	H5LungInf3d-4	18	135.0/7.6	1
135.0/5.3	134.9875	5.3	""	TRUE	H5LungInf3d-4	5010	135.0/5.3	1
135.1/3.9	135.0559	3.94	""	TRUE	H5LungInf3d-4	22869	135.1/3.9	1
136.0/9.3	135.9974	9.25	""	TRUE	H5LungInf3d-4	38	136.0/9.3	1
136.0/23.4	136.0208	23.45	""	TRUE	H5LungInf3d-4	11312	136.0/23.4	1
136.0/23.8	136.021	23.81	""	TRUE	H5LungInf3d-4	11350	136.0/23.8	1
136.0/10.0	136.0251	10.02	""	TRUE	H5LungInf3d-4	8036	136.0/10.0	1
136.0/7.6	136.0348	7.6	""	TRUE	H5LungInf3d-4	621	136.0/7.6	1
136.0/21.0	136.0365	20.97	(Monoisotopic)	TRUE	H5LungInf3d-4	10762	136.0/21.0	1
136.1/8.6	136.0606	8.56	""	TRUE	H5LungInf3d-4	5420	136.1/8.6	1
136.1/5.3	136.0608	5.3	(Monoisotopic)	TRUE	H5LungInf3d-4	8149	136.1/5.3	1
136.6/20.9	136.5522	20.85	""	TRUE	H5LungInf3d-4	7377	136.6/20.9	1
136.9/10.8	136.9131	10.79	""	TRUE	H5LungInf3d-4	10	136.9/10.8	1
100.1/2.9	100.0964	2.86	""	TRUE	H5LungInf3d-5	5132	100.1/2.9	1
101.1/0.5	101.0543	0.47	""	TRUE	H5LungInf3d-5	14253	101.1/0.5	1
101.1/23.1	101.0543	23.08	""	TRUE	H5LungInf3d-5	2925	101.1/23.1	1
101.1/5.0	101.0693	5.02	""	TRUE	H5LungInf3d-5	6486	101.1/5.0	1
104.0/0.4	103.9642	0.38	""	TRUE	H5LungInf3d-5	122	104.0/0.4	1
104.1/7.1	104.0884	7.08	""	TRUE	H5LungInf3d-5	286	104.1/7.1	1
104.1/4.8	104.0904	4.75	(Monoisotopic)	TRUE	H5LungInf3d-5	93701	104.1/4.8	1
104.1/6.8	104.0906	6.84	(Monoisotopic)	TRUE	H5LungInf3d-5	283806	104.1/6.8	1
104.1/3.7	104.0906	3.67	(Monoisotopic)	TRUE	H5LungInf3d-5	4070	104.1/3.7	1
104.1/4.5	104.1074	4.49	""	TRUE	H5LungInf3d-5	886	104.1/4.5	1
104.1/0.4	104.1154	0.38	""	TRUE	H5LungInf3d-5	5923	104.1/0.4	1
105.0/4.9	104.9753	4.93	""	TRUE	H5LungInf3d-5	101	105.0/4.9	1
105.0/8.7	104.9762	8.74	""	TRUE	H5LungInf3d-5	65139	105.0/8.7	1
105.0/8.7	104.9918	8.68	""	TRUE	H5LungInf3d-5	25105	105.0/8.7	1
105.0/8.2	104.9919	8.2	""	TRUE	H5LungInf3d-5	5356	105.0/8.2	1
105.1/6.8	105.0938	6.85	""	TRUE	H5LungInf3d-5	85	105.1/6.8	1
106.9/9.0	106.9349	9.03	""	TRUE	H5LungInf3d-5	0	106.9/9.0	1
108.0/9.8	107.9928	9.84	""	TRUE	H5LungInf3d-5	3012	108.0/9.8	1
112.9/9.2	112.8754	9.24	""	TRUE	H5LungInf3d-5	0	112.9/9.2	1
113.1/20.8	113.0893	20.77	""	TRUE	H5LungInf3d-5	24855	113.1/20.8	1
113.1/20.9	113.0896	20.94	(Monoisotopic)	TRUE	H5LungInf3d-5	37479	113.1/20.9	1
114.1/4.9	114.0902	4.93	""	TRUE	H5LungInf3d-5	9513	114.1/4.9	1
114.1/4.4	114.0907	4.4	""	TRUE	H5LungInf3d-5	38157	114.1/4.4	1
115.1/5.1	115.0859	5.13	""	TRUE	H5LungInf3d-5	7697	115.1/5.1	1
115.1/3.3	115.0871	3.31	""	TRUE	H5LungInf3d-5	12007	115.1/3.3	1
116.0/9.4	116.0136	9.39	""	TRUE	H5LungInf3d-5	0	116.0/9.4	1
116.1/9.9	116.0505	9.93	""	TRUE	H5LungInf3d-5	6286	116.1/9.9	1
118.1/9.5	118.066	9.48	(Monoisotopic)	TRUE	H5LungInf3d-5	73624	118.1/9.5	1
118.1/10.3	118.0664	10.3	""	TRUE	H5LungInf3d-5	40	118.1/10.3	1
118.1/7.3	118.1002	7.25	""	TRUE	H5LungInf3d-5	21	118.1/7.3	1
118.1/5.5	118.1027	5.49	(Monoisotopic)	TRUE	H5LungInf3d-5	71126	118.1/5.5	1
118.1/3.4	118.1032	3.4	""	TRUE	H5LungInf3d-5	83099	118.1/3.4	1
118.1/6.6	118.1032	6.55	""	TRUE	H5LungInf3d-5	63542	118.1/6.6	1
118.1/22.7	118.1217	22.66	""	TRUE	H5LungInf3d-5	14893	118.1/22.7	1
118.1/10.9	118.1219	10.89	""	TRUE	H5LungInf3d-5	3025	118.1/10.9	1
118.1/5.1	118.122	5.12	""	TRUE	H5LungInf3d-5	37310	118.1/5.1	1
118.1/0.4	118.1317	0.38	(Monoisotopic)	TRUE	H5LungInf3d-5	41790	118.1/0.4	1
119.1/3.9	119.0653	3.94	""	TRUE	H5LungInf3d-5	16604	119.1/3.9	1
120.1/9.3	120.0605	9.3	(Monoisotopic)	TRUE	H5LungInf3d-5	1381	120.1/9.3	1
122.1/23.1	122.0509	23.09	""	TRUE	H5LungInf3d-5	9768	122.1/23.1	1
122.1/1.1	122.0763	1.12	(Monoisotopic)	TRUE	H5LungInf3d-5	25829	122.1/1.1	1
122.1/6.6	122.0764	6.55	""	TRUE	H5LungInf3d-5	1344	122.1/6.6	1
122.9/9.1	122.9041	9.12	""	TRUE	H5LungInf3d-5	0	122.9/9.1	1
123.0/9.4	123.0332	9.4	""	TRUE	H5LungInf3d-5	0	123.0/9.4	1
123.0/4.8	123.0343	4.84	""	TRUE	H5LungInf3d-5	61161	123.0/4.8	1
123.1/0.1	123.0789	0.06	""	TRUE	H5LungInf3d-5	14284	123.1/0.1	1
124.0/9.7	124.0036	9.71	""	TRUE	H5LungInf3d-5	8867	124.0/9.7	1
124.1/0.1	124.0636	0.07	(Monoisotopic)	TRUE	H5LungInf3d-5	12481	124.1/0.1	1
124.1/6.3	124.0636	6.25	""	TRUE	H5LungInf3d-5	1181	124.1/6.3	1
124.1/2.2	124.0636	2.19	""	TRUE	H5LungInf3d-5	1083	124.1/2.2	1
124.1/0.6	124.0637	0.65	""	TRUE	H5LungInf3d-5	7351	124.1/0.6	1
124.1/23.1	124.0638	23.1	(Monoisotopic)	TRUE	H5LungInf3d-5	4237	124.1/23.1	1
124.1/21.7	124.0639	21.74	(Monoisotopic)	TRUE	H5LungInf3d-5	3619	124.1/21.7	1
124.1/18.4	124.0639	18.44	(Monoisotopic)	TRUE	H5LungInf3d-5	142	124.1/18.4	1
124.1/9.4	124.0865	9.37	(Monoisotopic)	TRUE	H5LungInf3d-5	1806	124.1/9.4	1
126.0/9.9	125.999	9.88	(Monoisotopic)	TRUE	H5LungInf3d-5	141115	126.0/9.9	1
126.0/10.5	126.0218	10.46	""	TRUE	H5LungInf3d-5	3030	126.0/10.5	1
126.1/5.2	126.0802	5.22	""	TRUE	H5LungInf3d-5	34935	126.1/5.2	1
126.1/5.9	126.0811	5.93	""	TRUE	H5LungInf3d-5	352	126.1/5.9	1
126.1/21.4	126.0812	21.41	""	TRUE	H5LungInf3d-5	22617	126.1/21.4	1
126.1/6.9	126.0814	6.85	""	TRUE	H5LungInf3d-5	629	126.1/6.9	1
126.1/7.1	126.0815	7.13	""	TRUE	H5LungInf3d-5	337	126.1/7.1	1
126.1/0.4	126.0817	0.38	(Monoisotopic)	TRUE	H5LungInf3d-5	57476	126.1/0.4	1
126.1/9.5	126.0819	9.53	""	TRUE	H5LungInf3d-5	38133	126.1/9.5	1
126.1/1.2	126.1011	1.21	(Monoisotopic)	TRUE	H5LungInf3d-5	40268	126.1/1.2	1
127.0/5.5	127.0273	5.53	""	TRUE	H5LungInf3d-5	17319	127.0/5.5	1
127.1/20.9	127.0648	20.85	(Monoisotopic)	TRUE	H5LungInf3d-5	19324	127.1/20.9	1
127.1/6.4	127.084	6.38	""	TRUE	H5LungInf3d-5	23577	127.1/6.4	1
127.1/5.1	127.0857	5.13	(Monoisotopic)	TRUE	H5LungInf3d-5	18672	127.1/5.1	1
128.0/9.9	127.9955	9.9	""	TRUE	H5LungInf3d-5	5144	128.0/9.9	1
128.1/9.5	128.117	9.49	""	TRUE	H5LungInf3d-5	18818	128.1/9.5	1
129.1/20.8	129.0803	20.77	(Monoisotopic)	TRUE	H5LungInf3d-5	9382	129.1/20.8	1
130.0/10.0	130.0499	10.01	""	TRUE	H5LungInf3d-5	42079	130.0/10.0	1
130.1/5.3	130.0636	5.29	""	TRUE	H5LungInf3d-5	2071	130.1/5.3	1
130.1/9.4	130.0639	9.39	""	TRUE	H5LungInf3d-5	11613	130.1/9.4	1
130.1/9.6	130.1112	9.55	""	TRUE	H5LungInf3d-5	4707	130.1/9.6	1
130.1/20.9	130.112	20.85	""	TRUE	H5LungInf3d-5	382	130.1/20.9	1
130.2/2.5	130.1571	2.49	(Monoisotopic)	TRUE	H5LungInf3d-5	7119	130.2/2.5	1
132.1/10.0	132.0532	9.96	(Monoisotopic)	TRUE	H5LungInf3d-5	111312	132.1/10.0	1
132.1/10.3	132.0547	10.3	""	TRUE	H5LungInf3d-5	5631	132.1/10.3	1
132.1/9.4	132.0789	9.39	""	TRUE	H5LungInf3d-5	1493	132.1/9.4	1
133.1/4.8	133.0538	4.75	(Monoisotopic)	TRUE	H5LungInf3d-5	4780	133.1/4.8	1
134.0/9.4	134.0187	9.39	""	TRUE	H5LungInf3d-5	30525	134.0/9.4	1
134.1/3.6	134.0932	3.58	""	TRUE	H5LungInf3d-5	349	134.1/3.6	1
134.1/9.5	134.0944	9.53	""	TRUE	H5LungInf3d-5	8515	134.1/9.5	1
135.0/20.9	134.9866	20.85	(Monoisotopic)	TRUE	H5LungInf3d-5	27312	135.0/20.9	1
135.0/0.1	134.9869	0.06	(Monoisotopic)	TRUE	H5LungInf3d-5	15210	135.0/0.1	1
135.0/0.7	134.987	0.66	(Monoisotopic)	TRUE	H5LungInf3d-5	16860	135.0/0.7	1
135.0/7.6	134.987	7.65	""	TRUE	H5LungInf3d-5	86	135.0/7.6	1
135.0/5.3	134.9875	5.3	""	TRUE	H5LungInf3d-5	12517	135.0/5.3	1
135.1/3.9	135.0559	3.94	""	TRUE	H5LungInf3d-5	11410	135.1/3.9	1
136.0/9.3	135.9974	9.25	""	TRUE	H5LungInf3d-5	11	136.0/9.3	1
136.0/23.4	136.0208	23.45	""	TRUE	H5LungInf3d-5	10014	136.0/23.4	1
136.0/23.8	136.021	23.81	""	TRUE	H5LungInf3d-5	10437	136.0/23.8	1
136.0/10.0	136.0251	10.02	""	TRUE	H5LungInf3d-5	2676	136.0/10.0	1
136.0/7.6	136.0348	7.6	""	TRUE	H5LungInf3d-5	202	136.0/7.6	1
136.0/21.0	136.0365	20.97	(Monoisotopic)	TRUE	H5LungInf3d-5	17557	136.0/21.0	1
136.1/8.6	136.0606	8.56	""	TRUE	H5LungInf3d-5	5001	136.1/8.6	1
136.1/5.3	136.0608	5.3	(Monoisotopic)	TRUE	H5LungInf3d-5	10302	136.1/5.3	1
136.6/20.9	136.5522	20.85	""	TRUE	H5LungInf3d-5	10405	136.6/20.9	1
136.9/10.8	136.9131	10.79	""	TRUE	H5LungInf3d-5	46	136.9/10.8	1
100.1/2.9	100.0964	2.86	""	TRUE	H5LungInf4d-1	6190	100.1/2.9	1
101.1/0.5	101.0543	0.47	""	TRUE	H5LungInf4d-1	17100	101.1/0.5	1
101.1/23.1	101.0543	23.08	""	TRUE	H5LungInf4d-1	2815	101.1/23.1	1
101.1/5.0	101.0693	5.02	""	TRUE	H5LungInf4d-1	3633	101.1/5.0	1
104.0/0.4	103.9642	0.38	""	TRUE	H5LungInf4d-1	52	104.0/0.4	1
104.1/7.1	104.0884	7.08	""	TRUE	H5LungInf4d-1	2089	104.1/7.1	1
104.1/4.8	104.0904	4.75	(Monoisotopic)	TRUE	H5LungInf4d-1	383945	104.1/4.8	1
104.1/6.8	104.0906	6.84	(Monoisotopic)	TRUE	H5LungInf4d-1	1075998	104.1/6.8	1
104.1/3.7	104.0906	3.67	(Monoisotopic)	TRUE	H5LungInf4d-1	3905	104.1/3.7	1
104.1/4.5	104.1074	4.49	""	TRUE	H5LungInf4d-1	1052	104.1/4.5	1
104.1/0.4	104.1154	0.38	""	TRUE	H5LungInf4d-1	2837	104.1/0.4	1
105.0/4.9	104.9753	4.93	""	TRUE	H5LungInf4d-1	81	105.0/4.9	1
105.0/8.7	104.9762	8.74	""	TRUE	H5LungInf4d-1	244553	105.0/8.7	1
105.0/8.7	104.9918	8.68	""	TRUE	H5LungInf4d-1	174056	105.0/8.7	1
105.0/8.2	104.9919	8.2	""	TRUE	H5LungInf4d-1	93164	105.0/8.2	1
105.1/6.8	105.0938	6.85	""	TRUE	H5LungInf4d-1	143	105.1/6.8	1
106.9/9.0	106.9349	9.03	""	TRUE	H5LungInf4d-1	0	106.9/9.0	1
108.0/9.8	107.9928	9.84	""	TRUE	H5LungInf4d-1	6672	108.0/9.8	1
112.9/9.2	112.8754	9.24	""	TRUE	H5LungInf4d-1	43	112.9/9.2	1
113.1/20.8	113.0893	20.77	""	TRUE	H5LungInf4d-1	17849	113.1/20.8	1
113.1/20.9	113.0896	20.94	(Monoisotopic)	TRUE	H5LungInf4d-1	29548	113.1/20.9	1
114.1/4.9	114.0902	4.93	""	TRUE	H5LungInf4d-1	7248	114.1/4.9	1
114.1/4.4	114.0907	4.4	""	TRUE	H5LungInf4d-1	33168	114.1/4.4	1
115.1/5.1	115.0859	5.13	""	TRUE	H5LungInf4d-1	5520	115.1/5.1	1
115.1/3.3	115.0871	3.31	""	TRUE	H5LungInf4d-1	11014	115.1/3.3	1
116.0/9.4	116.0136	9.39	""	TRUE	H5LungInf4d-1	0	116.0/9.4	1
116.1/9.9	116.0505	9.93	""	TRUE	H5LungInf4d-1	9392	116.1/9.9	1
118.1/9.5	118.066	9.48	(Monoisotopic)	TRUE	H5LungInf4d-1	83709	118.1/9.5	1
118.1/10.3	118.0664	10.3	""	TRUE	H5LungInf4d-1	84	118.1/10.3	1
118.1/7.3	118.1002	7.25	""	TRUE	H5LungInf4d-1	40	118.1/7.3	1
118.1/5.5	118.1027	5.49	(Monoisotopic)	TRUE	H5LungInf4d-1	50584	118.1/5.5	1
118.1/3.4	118.1032	3.4	""	TRUE	H5LungInf4d-1	94159	118.1/3.4	1
118.1/6.6	118.1032	6.55	""	TRUE	H5LungInf4d-1	53823	118.1/6.6	1
118.1/22.7	118.1217	22.66	""	TRUE	H5LungInf4d-1	18229	118.1/22.7	1
118.1/10.9	118.1219	10.89	""	TRUE	H5LungInf4d-1	3474	118.1/10.9	1
118.1/5.1	118.122	5.12	""	TRUE	H5LungInf4d-1	24227	118.1/5.1	1
118.1/0.4	118.1317	0.38	(Monoisotopic)	TRUE	H5LungInf4d-1	48236	118.1/0.4	1
119.1/3.9	119.0653	3.94	""	TRUE	H5LungInf4d-1	33406	119.1/3.9	1
120.1/9.3	120.0605	9.3	(Monoisotopic)	TRUE	H5LungInf4d-1	3324	120.1/9.3	1
122.1/23.1	122.0509	23.09	""	TRUE	H5LungInf4d-1	10490	122.1/23.1	1
122.1/1.1	122.0763	1.12	(Monoisotopic)	TRUE	H5LungInf4d-1	36591	122.1/1.1	1
122.1/6.6	122.0764	6.55	""	TRUE	H5LungInf4d-1	1555	122.1/6.6	1
122.9/9.1	122.9041	9.12	""	TRUE	H5LungInf4d-1	0	122.9/9.1	1
123.0/9.4	123.0332	9.4	""	TRUE	H5LungInf4d-1	159	123.0/9.4	1
123.0/4.8	123.0343	4.84	""	TRUE	H5LungInf4d-1	380950	123.0/4.8	1
123.1/0.1	123.0789	0.06	""	TRUE	H5LungInf4d-1	19788	123.1/0.1	1
124.0/9.7	124.0036	9.71	""	TRUE	H5LungInf4d-1	13556	124.0/9.7	1
124.1/0.1	124.0636	0.07	(Monoisotopic)	TRUE	H5LungInf4d-1	19861	124.1/0.1	1
124.1/6.3	124.0636	6.25	""	TRUE	H5LungInf4d-1	6836	124.1/6.3	1
124.1/2.2	124.0636	2.19	""	TRUE	H5LungInf4d-1	1474	124.1/2.2	1
124.1/0.6	124.0637	0.65	""	TRUE	H5LungInf4d-1	8493	124.1/0.6	1
124.1/23.1	124.0638	23.1	(Monoisotopic)	TRUE	H5LungInf4d-1	4721	124.1/23.1	1
124.1/21.7	124.0639	21.74	(Monoisotopic)	TRUE	H5LungInf4d-1	4568	124.1/21.7	1
